AUTHOR,BORN-DIED,TITLE,TECHNIQUE,LOCATION,URL,TYPE,FORM,SCHOOL,TIMEFRAME,,
"CARREÑO DE MIRANDA, Juan","(b. 1614, Avilés, d. 1685, Madrid)",Portrait of Charles II,"Oil on canvas, 210 x 111 cm",Private collection,http://www.wga.hu/art/c/carreno/charle2.jpg,painting,portrait,Spanish,1651-1700,,
"CARREÑO DE MIRANDA, Juan","(b. 1614, Avilés, d. 1685, Madrid)",Portrait of Charles II (detail),Oil on canvas,Private collection,http://www.wga.hu/art/c/carreno/charle2d.jpg,painting,portrait,Spanish,1651-1700,,
"CASAS Y NÓVOA, Fernando de","(b. 1691, Santiago de Compostela, d. 1749, Santiago de Compostela)",External view,Photo,"Cathedral, Santiago de Compostela",http://www.wga.hu/art/c/casas_no/composte.jpg,architecture,other,Spanish,1701-1750,,
"CASTEELS, Pieter","(b. 1684, Antwerpen, d. 1749, Richmond)",Still-Life,"Oil on canvas, 90 x 110 cm",Private collection,http://www.wga.hu/art/c/casteels/flowers4.jpg,painting,still-life,Flemish,1701-1750,,
"CASTELLO, Valerio","(b. 1624, Genova, d. 1659, Genova)",The Sacrifice of Noah,"Oil on canvas, 80 x 55 cm",Private collection,http://www.wga.hu/art/c/castello/valerio/noah.jpg,painting,religious,Italian,1601-1650,,
"CASTELLO, Valerio","(b. 1624, Genova, d. 1659, Genova)",The Sacrifice of Noah (detail),Oil on canvas,Private collection,http://www.wga.hu/art/c/castello/valerio/noah1.jpg,painting,religious,Italian,1601-1650,,
"CATENA, Vincenzo","(b. ca. 1480, Venezia, d. 1531, Venezia)",Virgin and Child with Sts Mark and Jerome,"Oil on panel, marouflaged, 69 x 103 cm",Private collection,http://www.wga.hu/art/c/catena/madon_ch.jpg,painting,religious,Italian,1501-1550,,
"CATS, Dirck van",(active 1607-1632 in The Hague),An Elegant Couple with a Dog,"Oil on canvas, 119 x 156 cm",Private collection,http://www.wga.hu/art/c/cat/couple.jpg,painting,genre,Dutch,1601-1650,,
"CATS, Dirck van",(active 1607-1632 in The Hague),An Elegant Couple with a Dog (detail),Oil on canvas,Private collection,http://www.wga.hu/art/c/cat/couple1.jpg,painting,genre,Dutch,1601-1650,,
"CAULLERY, Louis de","(b. ca. 1580, Caulery, d. 1621, Antwerpen)",Elegant Figures Strolling in a Renaissance Town,"Oil on oak panel, 50 x 66 cm",Private collection,http://www.wga.hu/art/c/caullery/strollin.jpg,painting,genre,Flemish,1601-1650,,
"CHAMPAIGNE, Philippe de","(b. 1602, Bruxelles, d. 1674, Paris)",Portrait of a Man,"Oil on canvas, oval, 56 x 47 cm",Private collection,http://www.wga.hu/art/c/champaig/philippe/portrman.jpg,painting,portrait,French,1601-1650,,
"CHÂTELET, Claude-Louis","(b. 1753, Paris, d. 1794, Paris)",View of the Cascata delle Marmore,"Oil on paper, laid on canvas, 93 x 62 cm",Private collection,http://www.wga.hu/art/c/chatelet/cascade1.jpg,painting,landscape,French,1751-1800,,
"CHÂTELET, Claude-Louis","(b. 1753, Paris, d. 1794, Paris)",View of the Large Cascade,"Oil on paper, laid on canvas, 93 x 62 cm",Private collection,http://www.wga.hu/art/c/chatelet/cascade2.jpg,painting,landscape,French,1751-1800,,
"CHEMIN, Joseph Victor","(b. 1825, Paris, d. 1901, Paris)",Dog,"Sand cast bronze, 11 x 17 cm",Private collection,http://www.wga.hu/art/c/chemin/dog.jpg,sculpture,other,French,1851-1900,,
"CHRISTIAN, Johann Josef","(b. 1706, Riedlingen, d. 1777, Riedlingen)",The Prophet Ezekiel,"Plaster, life-size","Benedictine Abbey Church, Zwiefalten",http://www.wga.hu/art/c/christia/zwiefalt.jpg,sculpture,religious,German,1751-1800,,
"CHURRIGUERA, Alberto","(b. 1676, Madrid, d. 1750, Orgaz)",General view,Photo,"Plaza Mayor, Salamanca",http://www.wga.hu/art/c/churrigu/alberto/plazamay.jpg,architecture,other,Spanish,1701-1750,,
"CHURRIGUERA, José Benito de","(b. 1665, Madrid, d. 1725, Madrid)",Main Altar,"Wood, height about 30 m","San Esteban, Salamanca",http://www.wga.hu/art/c/churrigu/jose/salaman.jpg,architecture,other,Spanish,1651-1700,,
"CIGNAROLI, Scipione","(b. 1690, Milano, d. 1753, Torino)",View of the Susa Valley,"Oil on canvas, 91 x 120 cm",Private collection,http://www.wga.hu/art/c/cignarol/scipione/viewsusa.jpg,painting,landscape,Italian,1701-1750,,
"CLAESZ., Pieter","(b. ca. 1597, Steinfurt, d. 1661, Haarlem)",Still-Life,"Oil on oak panel, 46 x 61 cm",Private collection,http://www.wga.hu/art/c/claesz/roemer3.jpg,painting,still-life,Dutch,1601-1650,,
"CLAESZ., Pieter","(b. ca. 1597, Steinfurt, d. 1661, Haarlem)",Still-Life (detail),Oil on oak panel,Private collection,http://www.wga.hu/art/c/claesz/roemer31.jpg,painting,still-life,Dutch,1601-1650,,
CLAUDE LORRAIN,"(b. 1604, Chamagne, d. 1682, Roma)",Italianate Landscape,"Oil on copper, 12 x 18 cm",Private collection,http://www.wga.hu/art/c/claude/1/022itali.jpg,painting,landscape,French,1651-1700,,
"CLEVE, Hendrick van III","(b. ca. 1525, Antwerpen, d. ca. 1592, Antwerpen)",The Tower of Babel,"Oil on panel, 59 x 96 cm",Private collection,http://www.wga.hu/art/c/cleve_w/hendrik3/babel1.jpg,painting,landscape,Flemish,1551-1600,,
"CLEVE, Hendrick van III","(b. ca. 1525, Antwerpen, d. ca. 1592, Antwerpen)",The Tower of Babel,"Oil on marouflaged oak panel, 61 x 72 cm",Private collection,http://www.wga.hu/art/c/cleve_w/hendrik3/babel2.jpg,painting,landscape,Flemish,1551-1600,,
"CLEVE, Hendrick van III","(b. ca. 1525, Antwerpen, d. ca. 1592, Antwerpen)",Nimrod amongst the Monuments,"Oil on panel, 36 x 59 cm",Private collection,http://www.wga.hu/art/c/cleve_w/hendrik3/nimrod.jpg,painting,landscape,Flemish,1551-1600,,
"CLEVE, Marten van I","(b. ca. 1527, Antwerpen, d. ca, 1581, Antwerpen)",Outdoor Wedding Dance,"Oil on oak panel, 77 x 105 cm",Private collection,http://www.wga.hu/art/c/cleve_w/marten1/dance1.jpg,painting,genre,Flemish,1551-1600,,
"CLEVE, Marten van I","(b. ca. 1527, Antwerpen, d. ca, 1581, Antwerpen)",A Wedding Dance,"Oil on oak panel, circular, diameter 33 cm",Private collection,http://www.wga.hu/art/c/cleve_w/marten1/dance2.jpg,painting,genre,Flemish,1551-1600,,
"CLEVE, Marten van I","(b. ca. 1527, Antwerpen, d. ca, 1581, Antwerpen)",A Wedding Dance (detail),"Oil on oak panel, circular",Private collection,http://www.wga.hu/art/c/cleve_w/marten1/dance21.jpg,painting,genre,Flemish,1551-1600,,
"CLEVE, Marten van I","(b. ca. 1527, Antwerpen, d. ca, 1581, Antwerpen)",A Wedding Dance (detail),"Oil on oak panel, circular",Private collection,http://www.wga.hu/art/c/cleve_w/marten1/dance22.jpg,painting,genre,Flemish,1551-1600,,
"COCK, Hieronymus","(b. ca. 1510, Antwerpen, d. 1570, Antwerpen)",Capitol Hill in Rome,"Engraving, 342 x 425 mm","British Museum, London",http://www.wga.hu/art/c/cock_h/son/capitol.jpg,graphics,other,Flemish,1501-1550,,
"CODUSSI, Mauro","(b. ca. 1441, Bergamo, d. 1504, Venezia)",Palazzo Loredan Vendramin Calergi: Façade,Photo,"Canal Grande, Venice",http://www.wga.hu/art/c/codussi/vendram1.jpg,architecture,other,Italian,1451-1500,,
"COIGNET, Jules","(b. 1798, Paris, d. 1860, Paris)",Bearded Vulture Devouring his Prey,"Oil on canvas, 98 x 130 cm",Private collection,http://www.wga.hu/art/c/coignet/bearded.jpg,painting,genre,French,1801-1850,,
"COIGNET, Jules","(b. 1798, Paris, d. 1860, Paris)",Bearded Vulture Devouring his Prey (detail),Oil on canvas,Private collection,http://www.wga.hu/art/c/coignet/bearded1.jpg,painting,genre,French,1801-1850,,
"COIGNET, Jules","(b. 1798, Paris, d. 1860, Paris)",View of Bozen with a Painter,"Oil on paper on canvas, 31 x 39 cm","National Gallery of Art, Washington",http://www.wga.hu/art/c/coignet/bozen.jpg,painting,landscape,French,1801-1850,,
"COIGNET, Jules","(b. 1798, Paris, d. 1860, Paris)",Buildings at Tivoli,"Crayon lithograph on wove paper, 587 x 422 mm","National Gallery of Art, Washington",http://www.wga.hu/art/c/coignet/tivoli.jpg,graphics,landscape,French,1801-1850,,
COLA DA CAPRAROLA,(active 1494-1518),Santa Maria della Consolazione,Photo,Todi,http://www.wga.hu/art/c/cola_c/todi1.jpg,architecture,other,Italian,1501-1550,,
COLA DI PETRUCCIOLI,"(active 1372, Orvieto, d. 1401, Perugia)",The Annunciation,"Detached fresco transferred to canvas, 161 x 238 cm","Szépmûvészeti Múzeum, Budapest",http://www.wga.hu/art/c/cola_p/annuncia.jpg,painting,religious,Italian,1351-1400,,
COLA DI PETRUCCIOLI,"(active 1372, Orvieto, d. 1401, Perugia)",Chastity,"Detached fresco, 225 x 56 cm","Szépmûvészeti Múzeum, Budapest",http://www.wga.hu/art/c/cola_p/chastity.jpg,painting,religious,Italian,1351-1400,,
COLA DI PETRUCCIOLI,"(active 1372, Orvieto, d. 1401, Perugia)",Virgin and Child Enthroned with Saints,"Tempera on poplar panel, gold ground with a shaped top, 64 x 32 cm",Private collection,http://www.wga.hu/art/c/cola_p/virgin_c.jpg,painting,religious,Italian,1351-1400,,
"COLLIER, Edwart","(b. ca. 1640, Breda, d. 1710, Leiden)",Portrait of a Gentleman,"Oil on canvas, 88 x 69 cm",Private collection,http://www.wga.hu/art/c/collier/portgent.jpg,painting,portrait,Dutch,1651-1700,,
"COLLINS, William","(b. 1788, London, d. 1847, London)",Prawn Fishers at Hastings,"Oil on canvas, 91 x 116 cm","Royal Collection, London",http://www.wga.hu/art/c/collins1/fishers.jpg,painting,genre,English,1801-1850,,
"COLLINS, William","(b. 1788, London, d. 1847, London)",May Day,Oil on canvas. 94 x 112 cm,"Yale Center for British Art, New Haven",http://www.wga.hu/art/c/collins1/may_day.jpg,painting,landscape,English,1801-1850,,
"COLLINS, William","(b. 1788, London, d. 1847, London)",Sunday Morning,"Oil on canvas, 81 x 107 cm","Tate Gallery, London",http://www.wga.hu/art/c/collins1/morning.jpg,painting,genre,English,1801-1850,,
"COLLINS, William","(b. 1788, London, d. 1847, London)",Twin Sons of the 4th Duke of Newcastle,"Oil on panel, 44 x 36 cm",Private collection,http://www.wga.hu/art/c/collins1/twinsons.jpg,painting,portrait,English,1801-1850,,
"COLSON, Jean-François","(b. 1733, Dijon, d. 1803, Paris)",'La Petite Reveuse',"Oil on canvas, 61 x 51 cm",Private collection,http://www.wga.hu/art/c/colson/reveuse.jpg,painting,portrait,French,1751-1800,,
"CONCA, Sebastiano","(b. 1680, Gaeta, d. 1764, Napoli)",Saint Cecilia,"Oil on canvas, 133 x 98 cm",Private collection,http://www.wga.hu/art/c/conca/stcecili.jpg,painting,religious,Italian,1701-1750,,
"CONTI, Francesco","(b. 1681, Firenze, d. 1760, Firenze)",Victory of Virtue over Vice,"Oil on canvas, 65 x 51 cm",Private collection,http://www.wga.hu/art/c/conti/victory.jpg,painting,mythological,Italian,1701-1750,,
"COORTE, Adriaen",(active 1683-1707 around Middelburg),Still-Life with Sea Shells,"Oil on paper laid down on board, 21 x 14 cm",Private collection,http://www.wga.hu/art/c/coorte/6shells.jpg,painting,still-life,Dutch,1651-1700,,
"CORTE, Juan de la","(b. ca. 1590, Flanders, d. 1662, Madrid)",Achilles Confronting Hector outside Troy,"Oil on canvas, 196 x 309 cm",Private collection,http://www.wga.hu/art/c/corte_j/achilles.jpg,painting,mythological,Spanish,1601-1650,,
"CORTONA, Pietro da","(b. 1596, Cortona, d. 1669, Roma)",Exterior view,Photo,"Santi Luca e Martina, Rome",http://www.wga.hu/art/c/cortona/5/lucamar1.jpg,architecture,other,Italian,1601-1650,,
"CORTONA, Pietro da","(b. 1596, Cortona, d. 1669, Roma)",Exterior view,Photo,"Santi Luca e Martina, Rome",http://www.wga.hu/art/c/cortona/5/lucamar2.jpg,architecture,other,Italian,1601-1650,,
"CORTONA, Pietro da","(b. 1596, Cortona, d. 1669, Roma)",Interior view,Photo,"Santi Luca e Martina, Rome",http://www.wga.hu/art/c/cortona/5/lucamar3.jpg,architecture,interior,Italian,1601-1650,,
"CORTONA, Pietro da","(b. 1596, Cortona, d. 1669, Roma)",Exterior view,Photo,"Santa Maria della Pace, Rome",http://www.wga.hu/art/c/cortona/5/pace.jpg,architecture,other,Italian,1601-1650,,
"CORTONA, Pietro da","(b. 1596, Cortona, d. 1669, Roma)",Exterior view,Photo,"Santa Maria in Via Lata, Rome",http://www.wga.hu/art/c/cortona/5/via_lata2.jpg,architecture,other,Italian,1601-1650,,
"CORTONA, Pietro da","(b. 1596, Cortona, d. 1669, Roma)",Exterior view,Photo,"Santa Maria in Via Lata, Rome",http://www.wga.hu/art/c/cortona/5/vialata1.jpg,architecture,other,Italian,1601-1650,,
"CORVI, Domenico","(b. 1721, Viterbo, d. 1803, Roma)",St Joseph Calasanz Resuscitating a Child,"Oil on canvas, 222 x 176 cm","Wadsworth Atheneum, Hartford",http://www.wga.hu/art/c/corvi/calasanz.jpg,painting,religious,Italian,1751-1800,,
"CORVI, Domenico","(b. 1721, Viterbo, d. 1803, Roma)",Virgin and Child,"Oil on canvas, 60 x 49 cm","Museum of Fine Arts, Boston",http://www.wga.hu/art/c/corvi/mad_chil.jpg,painting,religious,Italian,1751-1800,,
"CORVI, Domenico","(b. 1721, Viterbo, d. 1803, Roma)",Madonna and Child Attended by Saints and Bishops,"Oil on canvas, 75 x 62 cm",Private collection,http://www.wga.hu/art/c/corvi/madchild.jpg,painting,religious,Italian,1751-1800,,
"COSTA, Giovanni","(b. 1826, Roma, d. 1903, Marina di Pisa)",A Dune,"Oil on panel, 25 x 38 cm",Private collection,http://www.wga.hu/art/c/costa_g/dune.jpg,painting,landscape,Italian,1851-1900,,
"COTTE, Robert de","(b. 1656, Paris, d. 1735, Passy)",Exterior view,Photo,"Palais de Rohan, Strasbourg",http://www.wga.hu/art/c/cotte/rohan1.jpg,architecture,other,French,1701-1750,,
"COTTE, Robert de","(b. 1656, Paris, d. 1735, Passy)",Exterior view,Photo,"Palais de Rohan, Strasbourg",http://www.wga.hu/art/c/cotte/rohan2.jpg,architecture,other,French,1701-1750,,
"COUSTOU, Guillaume I","(b. 1677, Lyon, d. 1746, Paris)",Horse Tamer from Marly-le-Roi,"Marble,height c. 350 vm","Louvre, Paris",http://www.wga.hu/art/c/coustou/guillaum/marly.jpg,sculpture,genre,French,1701-1750,,
"COYPEL, Charles-Antoine","(b. 1694, Paris, d. 1752, Paris)",The Fortune Teller,"Oil on canvas, 89 x 73 cm",Private collection,http://www.wga.hu/art/c/coypel/charles/fortunet.jpg,painting,genre,French,1701-1750,,
"COYSEVOX, Antoine","(b. 1640, Lyon, d. 1720, Paris)",Louis XIV on Horseback,Stucco,"Salon de la Guerre, Château, Versailles",http://www.wga.hu/art/c/coysevox/louis14h.jpg,sculpture,portrait,French,1651-1700,,
"CRAEN, Lauren","(b. 1620, Den Haag, d. 1663, Middelburg)",Still-Life with Fruit,"Oil on oak panel, 45 x 29 cm",Private collection,http://www.wga.hu/art/c/craen/stillif3.jpg,painting,still-life,Dutch,1651-1700,,
"CRESPI, Giuseppe Maria","(b. 1665, Bologna, d. 1747, Bologna)",St John the Evangelist on the Island of Patmos,"Oil on canvas, 76 x 96 cm",Private collection,http://www.wga.hu/art/c/crespi/giuseppe/evangeli.jpg,painting,religious,Italian,1701-1750,,
"CROOS, Anthonie Jansz. van der","(b. ca. 1606, Alkmaar, d. ca. 1663, Den Haag)",Landscape with the Ruined Castle of Egmond,"Oil on canvas, 109 x 165 cm",Private collection,http://www.wga.hu/art/c/croos/egmond.jpg,painting,landscape,Dutch,1601-1650,,
"CROOS, Anthonie Jansz. van der","(b. ca. 1606, Alkmaar, d. ca. 1663, Den Haag)",Landscape with the Ruined Castle of Egmond (detail),Oil on canvas,Private collection,http://www.wga.hu/art/c/croos/egmond1.jpg,painting,landscape,Dutch,1601-1650,,
"CURRADI, Francesco","(b. 1570, Firenze, d. 1661, Firenze)",Annunciation,"Oil on canvas, 170 x 135 cm",Private collection,http://www.wga.hu/art/c/curradi/annuncia.jpg,painting,religious,Italian,1601-1650,,
"CUVILLIÉS, François de, the Elder","(b. 1695, Soignies, Hainaut, d. 1768, München)",Exterior view,Photo,"Schloss Nymphenburg, Munich",http://www.wga.hu/art/c/cuvillie/amalien1.jpg,architecture,other,French,1701-1750,,
"CUVILLIÉS, François de, the Elder","(b. 1695, Soignies, Hainaut, d. 1768, München)",Interior view,Photo,"Schloss Nymphenburg, Munich",http://www.wga.hu/art/c/cuvillie/amalien2.jpg,architecture,interior,French,1701-1750,,
"CUVILLIÉS, François de, the Elder","(b. 1695, Soignies, Hainaut, d. 1768, München)",Exterior view,Photo,"Augustusburg, Brühl",http://www.wga.hu/art/c/cuvillie/bruhl1.jpg,architecture,other,French,1701-1750,,
"CUVILLIÉS, François de, the Elder","(b. 1695, Soignies, Hainaut, d. 1768, München)",Exterior view,Photo,"Falkenlust hunting lodge, Brühl",http://www.wga.hu/art/c/cuvillie/bruhl2.jpg,architecture,other,French,1701-1750,,
"CUYP, Aelbert","(b. 1620, Dordrecht, d. 1691, Dordrecht)",Two Shepherds with a Mule and a Dog in a Hilly Landscape,"Oil on oak panel, 56 x 81 cm",Private collection,http://www.wga.hu/art/c/cuyp/aelbert/1/shepher.jpg,painting,landscape,Dutch,1651-1700,,
"CUYP, Aelbert","(b. 1620, Dordrecht, d. 1691, Dordrecht)",Two Shepherds with a Mule and a Dog in a Hilly Landscape (detail),Oil on oak panel,Private collection,http://www.wga.hu/art/c/cuyp/aelbert/1/shepher1.jpg,painting,landscape,Dutch,1651-1700,,
"DAEL, Jan Frans van","(b. 1764, Antwerpen, d. 1840, Paris)",Grape's Cluster,"Oil on marble, 37 x 31 cm",Private collection,http://www.wga.hu/art/d/dael/grape_cl.jpg,painting,still-life,Belgian,1801-1850,,
"DAEL, Jan Frans van","(b. 1764, Antwerpen, d. 1840, Paris)",Still-Life,"Oil on canvas, 74 x 60 cm",Private collection,http://www.wga.hu/art/d/dael/stillif.jpg,painting,still-life,Belgian,1801-1850,,
"DANCE-HOLLAND, Nathaniel","(b. 1735, London, d. 1811, Winchester)",Official portrait of Captain James Cook,"Oil on canvas, 127 x 102 cm","National Maritime Museum, Greenwich",http://www.wga.hu/art/d/dance/captcook.jpg,painting,portrait,English,1751-1800,,
"DANCE-HOLLAND, Nathaniel","(b. 1735, London, d. 1811, Winchester)",Portrait of Mrs Paterson,"Oil on canvas, 128 x 103 cm",Private collection,http://www.wga.hu/art/d/dance/portpate.jpg,painting,portrait,English,1751-1800,,
"DAUBIGNY, Karl","(b. 1846, Paris, d. 1886, Auvers-sur-Oise)",In the Woods,"Oil on canvas, 94 x 65 cm",Private collection,http://www.wga.hu/art/d/daubigny/karl/woods.jpg,painting,landscape,French,1851-1900,,
"DAUZATS, Adrien","(b. 1804, Bordeaux, d. 1868, Paris)",Passage of the Iron Gates in Algeria,"Oil on canvas, 150 x 130 cm","Musée des Beaux-Arts, Orléans",http://www.wga.hu/art/d/dauzats/algeria.jpg,painting,landscape,French,1801-1850,,
"DAUZATS, Adrien","(b. 1804, Bordeaux, d. 1868, Paris)",Mosque of Cairo,"Oil on canvas, 35 x 27 cm",Private collection,http://www.wga.hu/art/d/dauzats/cairo.jpg,painting,landscape,French,1801-1850,,
"DAUZATS, Adrien","(b. 1804, Bordeaux, d. 1868, Paris)","The Giralda, Seville","Oil on paper, laid down on canvas, 21 x 30 cm","Metropolitan Museum of Art, New York",http://www.wga.hu/art/d/dauzats/giralda.jpg,painting,landscape,French,1801-1850,,
"DAUZATS, Adrien","(b. 1804, Bordeaux, d. 1868, Paris)",Church of Saint-Georges in Haguenau,Drawing,"Bibliothèque Nationale, Paris",http://www.wga.hu/art/d/dauzats/haguenau.jpg,graphics,study,French,1801-1850,,
"DEBUT, Marcel","(b. 1865, Paris, d. 1933, Paris)",Deerhound,"Sand cast bronze, 41 x 50 cm",Private collection,http://www.wga.hu/art/d/debut/deerhoun.jpg,sculpture,other,French,1851-1900,,
"DECKER, Paul the Elder","(b. 1677, Nürnberg, d. 1713, Bayreuth)",Perspective view of an ideal royal palace,Engraving,"Universitätsbibliothek der TU, Vienna",http://www.wga.hu/art/d/decker_p/idealpal.jpg,graphics,study,German,1701-1750,,
"DECKER, Paul the Elder","(b. 1677, Nürnberg, d. 1713, Bayreuth)",Prospect of the Royal Palace and part of its gardens,Engraving,"Universitätsbibliothek, Heidelberg",http://www.wga.hu/art/d/decker_p/royalpal.jpg,graphics,study,German,1701-1750,,
"DEDREUX, Alfred","(b. 1810, Paris, d. 1860, Paris)",Pensive Young Lady Wearing a Black Dress,"Oil on canvas, 65 x 54 cm",Private collection,http://www.wga.hu/art/d/dedreux/pensive.jpg,painting,portrait,French,1801-1850,,
"DEGLER, Hans","(b. 1564, München, d. 1637, Weilheim)",Altars in the Choir,Wood,"Collegiate church of St. Ulrich and St. Afra, Augsburg",http://www.wga.hu/art/d/degler/altars.jpg,sculpture,religious,German,1601-1650,,
"DELABRIERRE, Paul Edouard","(b. 1829, Paris, d. 1912, Paris)",Dog and Hare,"Sand cast bronze, 8 x 7 cm",Private collection,http://www.wga.hu/art/d/delabrie/dog_hare.jpg,sculpture,other,French,1851-1900,,
"DELACROIX, Eugène","(b. 1798, Charenton-Saint-Maurice, d. 1863, Paris)",The English Beggar,"Watercolour on paper, 228 x 160 mm",Private collection,http://www.wga.hu/art/d/delacroi/6/601delad.jpg,graphics,study,French,1801-1850,,
"DEMARNE, Jean-Louis","(b. 1752, Bruxelles, d. 1829, Paris)",The Peasant's Family Comforting a Soldier,"Oil on canvas, 90 x 116 cm",Private collection,http://www.wga.hu/art/d/demarne/peasants.jpg,painting,genre,French,1751-1800,,
"DEVIS, Arthur","(b. 1712, Preston, d. 1787, Brighton)",Portrait of Sir John Shaw,"Oil on canvas, 76 x 64 cm",Private collection,http://www.wga.hu/art/d/devis/arthur/portshaw.jpg,painting,portrait,English,1701-1750,,
"DIENTZENHOFER, Christoph","(b. 1655, Rosenheim, d. 1722, Praha)",Exterior view,Photo,"St. Nicholas, Prague",http://www.wga.hu/art/d/dientzen/christop/1nichol1.jpg,architecture,other,German,1701-1750,,
"DIENTZENHOFER, Christoph","(b. 1655, Rosenheim, d. 1722, Praha)",Interior view,Photo,"St. Nicholas, Prague",http://www.wga.hu/art/d/dientzen/christop/1nichol2.jpg,architecture,interior,German,1701-1750,,
"DIENTZENHOFER, Christoph","(b. 1655, Rosenheim, d. 1722, Prague)",General view,Photo,"St. Margaret Monastery, Bøevnov",http://www.wga.hu/art/d/dientzen/christop/brevnov1.jpg,architecture,other,German,1701-1750,,
"DIENTZENHOFER, Christoph","(b. 1655, Rosenheim, d. 1722, Praha)",Exterior view,Photo,"Margaretenkirche, Bøevnov",http://www.wga.hu/art/d/dientzen/christop/brevnov2.jpg,architecture,other,German,1701-1750,,
"DIENTZENHOFER, Georg","(b. 1643, Oberulpoint, d. 1689, Waldsassen)",Exterior view,Photo,"Pilgrimage church, Kappel",http://www.wga.hu/art/d/dientzen/georg/kappel1.jpg,architecture,other,German,1651-1700,,
"DIENTZENHOFER, Georg","(b. 1643, Oberulpoint, d. 1689, Waldsassen)",Exterior view,Photo,"Pilgrimage church, Kappel",http://www.wga.hu/art/d/dientzen/georg/kappel2.jpg,architecture,other,German,1651-1700,,
"DIENTZENHOFER, Johann","(b. 1663, Sankt Margarethen, d. 1726, Bamberg)",Exterior view,Photo,"Schloss Weissenstein, Pommersfelden",http://www.wga.hu/art/d/dientzen/johann/weissen1.jpg,architecture,other,German,1701-1750,,
"DIENTZENHOFER, Johann","(b. 1663, Sankt Margarethen, d. 1726, Bamberg)",Exterior view,Photo,"Schloss Weissenstein, Pommersfelden",http://www.wga.hu/art/d/dientzen/johann/weissen2.jpg,architecture,other,German,1701-1750,,
"DIENTZENHOFER, Johann","(b. 1663, Sankt Margarethen, d. 1726, Bamberg)",General view,Photo,"Schloss Weissenstein, Pommersfelden",http://www.wga.hu/art/d/dientzen/johann/weissen3.jpg,architecture,other,German,1701-1750,,
"DIENTZENHOFER, Johann","(b. 1663, Sankt Margarethen, d. 1726, Bamberg)",Interior view,Photo,"Schloss Weissenstein, Pommersfelden",http://www.wga.hu/art/d/dientzen/johann/weissen4.jpg,architecture,interior,German,1701-1750,,
"DIENTZENHOFER, Johann","(b. 1663, Sankt Margarethen, d. 1726, Bamberg)",Interior view,Photo,"Schloss Weissenstein, Pommersfelden",http://www.wga.hu/art/d/dientzen/johann/weissen5.jpg,architecture,interior,German,1701-1750,,
"DIENTZENHOFER, Kilian Ignaz","(b. 1689, Praha, d. 1751, Praha)",Exterior view,Photo,"Villa Amerika, Prague",http://www.wga.hu/art/d/dientzen/kilian/amerika.jpg,architecture,other,German,1701-1750,,
"DIENTZENHOFER, Kilian Ignaz","(b. 1689, Prague, d. 1751, Prague)",Exterior view,Photo,"Our Lady of Loreto, Prague",http://www.wga.hu/art/d/dientzen/kilian/loreto.jpg,architecture,other,German,1701-1750,,
"DIJK, Philip van","(b. 1683, Oud-Beijerland, 1753, Den Haag)",A Lady and a Child by a Balustrade,"Oil on panel, oval, 41 x 31 cm",Private collection,http://www.wga.hu/art/d/dijk/ladychil.jpg,painting,genre,Dutch,1701-1750,,
DONATELLO,"(b. ca. 1386, Firenze, d. 1466, Firenze)",St Mary Magdalene (detail),Polychrome wood,"Museo dell'Opera del Duomo, Florence",http://www.wga.hu/art/d/donatell/3_late/various/3magda_4.jpg,sculpture,religious,Italian,1401-1450,,
"D'ORBAY, François II","(b. 1634, Paris, d. 1697, Paris)",Exterior view,Photo,"Collège des Quatres-Nations, Paris",http://www.wga.hu/art/d/d_orbay/college.jpg,architecture,other,French,1651-1700,,
"DOSSI, Battista","(b. ca. 1490, Ferrara, d. 1548, Ferrara)",Annunciation,"Oil on pinewood panel, 38 x 50 cm",Private collection,http://www.wga.hu/art/d/dossi/battista/annuncia.jpg,painting,religious,Italian,1501-1550,,
"DUBUCAND, Alfred","(b. 1828, Paris, d. 1894, Paris)",Arab Stallion,"Sand cast bronze, 22 x 24 cm",Private collection,http://www.wga.hu/art/d/dubucand/stallion.jpg,sculpture,other,French,1851-1900,,
"DUBUCAND, Alfred","(b. 1828, Paris, d. 1894, Paris)",Two Hounds,"Sand cast bronze, 12 x 15 cm",Private collection,http://www.wga.hu/art/d/dubucand/twohound.jpg,sculpture,other,French,1851-1900,,
DUCCIO di Buoninsegna,"(b. ca. 1255, Siena, d. 1319, Siena)",Rucellai Madonna (detail),Tempera on wood,"Galleria degli Uffizi, Florence",http://www.wga.hu/art/d/duccio/ruccelai/3ruccely.jpg,painting,religious,Italian,1301-1350,,
"DUCK, Jacob","(b. ca. 1600, Utrecht, d. 1667, Utrecht)",Elegant Young Lady and Old Maid in an Interior,"Oil on oak panel, 34 x 28 cm",Private collection,http://www.wga.hu/art/d/duck/ladymaid.jpg,painting,genre,Dutch,1601-1650,,
"DUPRÉ, Julien","(b. 1851, Paris, d. 1910, Paris)",The Young Shepherdess,"Oil on canvas, 38 x 46 cm",Private collection,http://www.wga.hu/art/d/dupre_ju/younshep.jpg,painting,genre,French,1851-1900,,
"DUQUE CORNEJO, Pedro","(b. 1678, Sevilla, d. 1757, Córdoba)",Sagrario (detail),Stucco,"Carthusian monastery, El Paular",http://www.wga.hu/art/d/duque/paular1.jpg,sculpture,other,Spanish,1701-1750,,
