AUTHOR,BORN-DIED,TITLE,TECHNIQUE,LOCATION,URL,TYPE,FORM,SCHOOL,TIMEFRAME,,
"KEYSER, Nicaise de","(b. 1813, Zandvliet, d. 1887, Antwerpen)",The Philosopher,Oil on canvas,"Victoria and Albert Museum, London",http://www.wga.hu/art/k/keyserni/philosop.jpg,painting,portrait,Belgian,1851-1900,,
"KINSOEN, François-Joseph","(b. 1771, Bruges, d. 1839, Bruges)",Portrait of Duchess of Berry with her Daughter Louise,"Oil on canvas, 217 x 163 cm",Private collection,http://www.wga.hu/art/k/kinsoen/portducc.jpg,painting,portrait,Flemish,1801-1850,,
"KNOBELSDORFF, Georg Wenceslaus von","(b. 1699, Kuckädel, d. 1753, Berlin)",Exterior view,Photo,"Schloss Charlottenburg, Berlin",http://www.wga.hu/art/k/knobelsd/charlot1.jpg,architecture,other,German,1701-1750,,
"KNOBELSDORFF, Georg Wenceslaus von","(b. 1699, Kuckädel, d. 1753, Berlin)",Interior view,Photo,"Schloss Charlottenburg, Berlin",http://www.wga.hu/art/k/knobelsd/charlot2.jpg,architecture,interior,German,1701-1750,,
"KNOBELSDORFF, Georg Wenceslaus von","(b. 1699, Kuckädel, d. 1753, Berlin)",Exterior view,Photo,"Sanssouci, Potsdam",http://www.wga.hu/art/k/knobelsd/potsdam1.jpg,architecture,other,German,1701-1750,,
"KNOBELSDORFF, Georg Wenceslaus von","(b. 1699, Kuckädel, d. 1753, Berlin)",Exterior view,Photo,"Sanssouci, Potsdam",http://www.wga.hu/art/k/knobelsd/potsdam2.jpg,architecture,other,German,1701-1750,,
"KNOBELSDORFF, Georg Wenceslaus von","(b. 1699, Kuckädel, d. 1753, Berlin)",Exterior view,Photo,"Sanssouci, Potsdam",http://www.wga.hu/art/k/knobelsd/potsdam3.jpg,architecture,other,German,1701-1750,,
"KNOBELSDORFF, Georg Wenceslaus von","(b. 1699, Kuckädel, d. 1753, Berlin)",Interior view,Photo,"Sanssouci, Potsdam",http://www.wga.hu/art/k/knobelsd/potsdam4.jpg,architecture,interior,German,1701-1750,,
"KNOBELSDORFF, Georg Wenceslaus von","(b. 1699, Kuckädel, d. 1753, Berlin)",Interior view,Photo,"Sanssouci, Potsdam",http://www.wga.hu/art/k/knobelsd/potsdam5.jpg,architecture,interior,German,1701-1750,,
"KNOBELSDORFF, Georg Wenceslaus von","(b. 1699, Kuckädel, d. 1753, Berlin)",Exterior view,Photo,"Stadtschloss, Potsdam",http://www.wga.hu/art/k/knobelsd/schloss.jpg,architecture,other,German,1701-1750,,
"KNOLLER, Martin","(b. 1725, Steinach am Brenner, d. 1804, Milano)",Ceiling frescoes,Fresco,"Abbey church, Neresheim",http://www.wga.hu/art/k/knoller/nereshei.jpg,painting,religious,Austrian,1751-1800,,
"KRAEN, Adriaen Jansz.","(b. ca. 1619, Haarlem, d. 1679, Haarlem)",Still-Life with an Overturned Silver Tazza,"Oil on oak panel, 59 x 84 cm",Private collection,http://www.wga.hu/art/k/kraen/stillife.jpg,painting,still-life,Dutch,1651-1700,,
"KUIJL, Gerard van","(b. 1604, Gorinchem, d. 1673, Gorinchem)",Old Testament Scene,"Oil on canvas, 96 x 130 cm",Private collection,http://www.wga.hu/art/k/kuijl/eliezer.jpg,painting,religious,Dutch,1601-1650,,
"LA PERDRIX, Michel de","(active 1641, d. 1681, Paris)",The Melancholic,Marble,"Garden of the Château, Versailles",http://www.wga.hu/art/l/la_perdr/melancho.jpg,sculpture,mythological,French,1651-1700,,
"LA VALLÉE, Jean de","(b. 1620, Paris, d. 1696, Stockholm)",Exterior view,Photo,"Riddarhuset, Stockholm",http://www.wga.hu/art/l/la_valle/riddar1.jpg,architecture,other,French,1651-1700,,
"LA VALLÉE, Jean de","(b. 1620, Paris, d. 1696, Stockholm)",Exterior view,Photo,"Riddarhuset, Stockholm",http://www.wga.hu/art/l/la_valle/riddar2.jpg,architecture,other,French,1651-1700,,
"LACROIX, Charles-François","(b. ca. 1700, Marseille, d. 1782, Berlin)",View of Civitavecchia,"Oil on canvas, 99 x 163 cm",Private collection,http://www.wga.hu/art/l/lacroix/viewcivi.jpg,painting,landscape,French,1701-1750,,
"LAGRENÉE, Jean-Jacques","(b. 1739, Paris, d. 1821, Paris)",Clio,"Oil on canvas, 78 x 89 cm",Private collection,http://www.wga.hu/art/l/lagrenee/jean/clio.jpg,painting,mythological,French,1751-1800,,
"LAMBERT, George","(b. ca. 1700, Kent, d. 1765, London)",Wooded Landscape,"Oil on canvas, 52 x 65 cm",Private collection,http://www.wga.hu/art/l/lambert/woodedla.jpg,painting,landscape,English,1701-1750,,
"LAMI, Eugène Louis","(b. 1800, Paris, d. 1890, Paris)",A Couple Embracing in an Artist's Studio,"Watercolour over traces of black chalk, with touches of white gouache, 198 x 246 mm","J. Paul Getty Museum, Los Angeles",http://www.wga.hu/art/l/lami/couple.jpg,graphics,genre,French,1801-1850,,
"LAMI, Eugène Louis","(b. 1800, Paris, d. 1890, Paris)",A Party at the Duc d'Orléans,"Watercolour heightened with gouache on paper, 350 x 572 mm",Private collection,http://www.wga.hu/art/l/lami/ducorle1.jpg,graphics,genre,French,1801-1850,,
"LAMI, Eugène Louis","(b. 1800, Paris, d. 1890, Paris)",The Duc d'Orléans in an Oriental Costume,"Watercolour on paper, 340 x 250 mm",Private collection,http://www.wga.hu/art/l/lami/ducorle2.jpg,graphics,genre,French,1801-1850,,
"LANDSEER, Sir Edwin Henry","(b. 1802, London, d. 1873, London)",A Highland Landscape,"Oil on panel, 27 x 30 cm",Private collection,http://www.wga.hu/art/l/landseer/edwin/highland.jpg,painting,landscape,English,1801-1850,,
"LAPORTE, George Henry","(b. 1799, Hannover, d. 1873, London)",Camp in the Desert,"Oil on canvas, 76 x 106 cm",Private collection,http://www.wga.hu/art/l/laporte/camp_des.jpg,painting,genre,German,1801-1850,,
"LAVIRON, Pierre","(b. 1605, Antwerpen, d. 1685)",Ganymede,Marble,"Garden of the Château, Versailles",http://www.wga.hu/art/l/laviron/ganymede.jpg,sculpture,mythological,French,1651-1700,,
"LAWRENCE, Sir Thomas","(b. 1769, Bristol, d. 1830, London)",Portrait of Thomas Lister,"Oil on canvas, 240 x 149 cm",Private collection,http://www.wga.hu/art/l/lawrence/lister.jpg,painting,portrait,English,1751-1800,,
"LAWRENCE, Sir Thomas","(b. 1769, Bristol, d. 1830, London)",Portrait of Lady Georgina North,"Oil on canvas, 76 x 64 cm",Private collection,http://www.wga.hu/art/l/lawrence/north.jpg,painting,portrait,English,1751-1800,,
"LE BRUN, Charles","(b. 1619, Paris, d. 1690, Paris)",View of the Galerie des Glaces,Photo,"Château, Versailles",http://www.wga.hu/art/l/le_brun/glaces1.jpg,painting,interior,French,1651-1700,,
"LE HONGRE, Étienne","(b. 1628, Paris, d. 1690, Paris)",Air,Marble,"Garden of the Château, Versailles",http://www.wga.hu/art/l/le_hongr/air.jpg,sculpture,mythological,French,1651-1700,,
"LE HONGRE, Étienne","(b. 1628, Paris, d. 1690, Paris)",The Seine,Bronze,"Garden of the Château, Versailles",http://www.wga.hu/art/l/le_hongr/seine.jpg,sculpture,mythological,French,1651-1700,,
"LE NÔTRE, André","(b. 1613, Paris, d. 1700, Paris)",View of the palace grounds,Photo,"Château, Versailles",http://www.wga.hu/art/l/le_notre/versaill.jpg,architecture,other,French,1651-1700,,
"LE NÔTRE, André","(b. 1613, Paris, d. 1700, Paris)",General view,Photo,"Château Vaux-le-Vicomte, Maincy",http://www.wga.hu/art/l/le_notre/vicomte.jpg,architecture,other,French,1651-1700,,
"LE PAUTRE, Jean","(b. 1618, Paris, d. 1682, Paris)",Fireworks,Engraving,"Musée National du Château, Versailles",http://www.wga.hu/art/l/le_pautr/jean/firework.jpg,graphics,other,French,1651-1700,,
"LE ROY, Philibert",(d. 1636),Exterior view,Photo,"Château, Versailles",http://www.wga.hu/art/l/le_roy/versail1.jpg,architecture,other,French,1601-1650,,
"LE ROY, Philibert",(d. 1636),Exterior view,Photo,"Château, Versailles",http://www.wga.hu/art/l/le_roy/versail2.jpg,architecture,other,French,1601-1650,,
"LE VAU, Louis","(b. 1612, Paris, d. 1670, Paris)",Exterior view,Photo,"Hôtel Lambert, Paris",http://www.wga.hu/art/l/le_vau/1lambert.jpg,architecture,other,French,1651-1700,,
"LE VAU, Louis","(b. 1612, Paris, d. 1670, Paris)",Exterior view,Photo,"Château Vaux-le-Vicomte, Maincy",http://www.wga.hu/art/l/le_vau/2vicomt1.jpg,architecture,other,French,1651-1700,,
"LE VAU, Louis","(b. 1612, Paris, d. 1670, Paris)",General view,Photo,"Château Vaux-le-Vicomte, Maincy",http://www.wga.hu/art/l/le_vau/2vicomt2.jpg,architecture,other,French,1651-1700,,
"LE VAU, Louis","(b. 1612, Paris, d. 1670, Paris)",Exterior view,Photo,"Château Vaux-le-Vicomte, Maincy",http://www.wga.hu/art/l/le_vau/2vicomt3.jpg,architecture,other,French,1651-1700,,
"LE VAU, Louis","(b. 1612, Paris, d. 1670, Paris)",Exterior view,Photo,"Château Vaux-le-Vicomte, Maincy",http://www.wga.hu/art/l/le_vau/2vicomt4.jpg,architecture,other,French,1651-1700,,
"LE VAU, Louis","(b. 1612, Paris, d. 1670, Paris)",Exterior view,Photo,"Collège des Quatres-Nations, Paris",http://www.wga.hu/art/l/le_vau/3college.jpg,architecture,other,French,1651-1700,,
"LE VAU, Louis","(b. 1612, Paris, d. 1670, Paris)",Exterior view,Photo,"Château, Versailles",http://www.wga.hu/art/l/le_vau/4versail.jpg,architecture,other,French,1651-1700,,
"LEAR, Edward","(b. 1812, London, d. 1888, San Remo)",Thermopylae,Oil on canvas, 34 x 54 cm,"Ashmolean Museum, Oxford",http://www.wga.hu/html/l/lear/thermopy.html,painting,landscape,English,,1851-1900
"LEAR, Edward","(b. 1812, London, d. 1888, San Remo)","View of Florence from Villa San Firenze, near San Miniato","Oil on canvas, 48 x 77 cm",Private collection,http://www.wga.hu/art/l/lear/viewflor.jpg,painting,landscape,English,1851-1900,,
"LECLERC, Jean","(b. ca. 1587, Nancy, d. 1633, Nancy)","Adoration of the Christ Child, with Three Saints","Oil on copper, 32 x 25 cm",Private collection,http://www.wga.hu/art/l/leclerc/adoratio.jpg,painting,religious,French,1601-1650,,
"LEDOUX, Claude-Nicolas","(b. 1736, Dormans, d. 1806, Paris)",General view,Photo,"Saline, Arc-et-Senans",http://www.wga.hu/art/l/ledoux/saline1.jpg,architecture,other,French,1751-1800,,
"LEDOUX, Claude-Nicolas","(b. 1736, Dormans, d. 1806, Paris)",Exterior view,Photo,"Saline, Arc-et-Senans",http://www.wga.hu/art/l/ledoux/saline2.jpg,architecture,other,French,1751-1800,,
"LEEMANS, Johannes","(b. 1633, Den Haag, d. 1688, Den Haag)",Trompe-l'Oeil Still-Life,"Oil on canvas, 93 x 108 cm",Private collection,http://www.wga.hu/art/l/leemans/trompe1.jpg,painting,still-life,Dutch,1651-1700,,
"LEEMANS, Johannes","(b. 1633, Den Haag, d. 1688, Den Haag)",Still-Life with Hunting Weapons and Devices,"Oil on canvas, 118 x 132 cm","Germanisches Nationalmuseum, Nuremberg",http://www.wga.hu/art/l/leemans/trompe2.jpg,painting,still-life,Dutch,1651-1700,,
"LELY, Sir Peter","(b. 1618, Soest, d. 1680, London)",Louise de Kéroualle,"Oil on canvas, 122 x 102 cm","J. Paul Getty Museum, Los Angeles",http://www.wga.hu/art/l/lely/kerouall.jpg,painting,portrait,English,1651-1700,,
"LELY, Sir Peter","(b. 1618, Soest, d. 1680, London)",Portrait of Sir Henry Osborne,"Oil on canvas, 77 x 64 cm",Private collection,http://www.wga.hu/art/l/lely/osborne.jpg,painting,portrait,English,1651-1700,,
"LEMERCIER, Jacques","(b. ca. 1584, Pontoise, d. 1654, Paris)",Exterior view,Photo,"Church of the Sorbonne, Paris",http://www.wga.hu/art/l/lemercie/sorbonn1.jpg,architecture,other,French,1601-1650,,
"LEMERCIER, Jacques","(b. ca. 1584, Pontoise, d. 1654, Paris)",Exterior view,Photo,"Church of the Sorbonne, Paris",http://www.wga.hu/art/l/lemercie/sorbonn2.jpg,architecture,other,French,1601-1650,,
"LEMOYNE, Jean-Baptiste II","(b. 1704, Paris, d. 1778, Paris)",Comte de la Tour d'Auvergne,"Marble, height 71 cm","Liebighaus, Frankfurt",http://www.wga.hu/art/l/lemoyne/jeanbapt/delatour.jpg,sculpture,portrait,French,1701-1750,,
LEONARDO da Vinci,"(b. 1452, Vinci, d. 1519, Cloux, near Amboise)",Sketches of centrally planned buildings,Pen and ink on paper,"Institut de France, Paris",http://www.wga.hu/art/l/leonardo/14archit/1plan3.jpg,graphics,study,Italian,1451-1500,,
"LÉPICIÉ, Nicolas-Bernard","(b. 1735, Paris, d. 1784, Paris)","Louis-Philippe, Duke of Valois, on the Cradle","Oil on panel, 55 x 41 cm",Private collection,http://www.wga.hu/art/l/lepicie/nicolas/cradle.jpg,painting,genre,French,1751-1800,,
"LEPRINCE, Auguste-Xavier","(b. 1799, Paris, d. 1826, Nice)",Young Artist Painting by the Dungeon of Château Gaillard,"Oil on canvas, 41 x 32 cm",Private collection,http://www.wga.hu/art/l/leprince/chateau.jpg,painting,genre,French,1801-1850,,
"LERAMBERT, Louis II","(b. 1620, Paris, d. 1670, Paris)",Small fountain,Marble,"Palace grounds, Versailles",http://www.wga.hu/art/l/leramber/fountain.jpg,sculpture,other,French,1651-1700,,
"LHERMITTE, Léon-Augustin","(b. 1844, Mont Saint-Père, Aisne, d. 1925, Paris)",Entrance of La Rochelle's Harbour,"Pastel on beige paper, 45 x 54 cm",Private collection,http://www.wga.hu/art/l/lhermitt/harbour.jpg,painting,landscape,French,1851-1900,,
LIBERALE da Verona,"(b. ca. 1445, Verona, d. ca. 1528, Verona)",Virgin and Child,"Oil on panel, 79 x 54 cm",Private collection,http://www.wga.hu/art/l/liberale/virginch.jpg,painting,religious,Italian,1451-1500,,
"LIGOZZI, Jacopo","(b. 1547, Verona, d. 1627, Firenze)",The Rape of the Sabine Women,"Oil on canvas, 132 x 186 cm",Private collection,http://www.wga.hu/art/l/ligozzi/sabine.jpg,painting,mythological,Italian,1551-1600,,
"LIGOZZI, Jacopo","(b. 1547, Verona, d. 1627, Firenze)",The Rape of the Sabine Women (detail),Oil on canvas,Private collection,http://www.wga.hu/art/l/ligozzi/sabine1.jpg,painting,mythological,Italian,1551-1600,,
"LINARD, Jacques","(b. ca. 1600, Paris, d. 1645, Paris)",Bowl of Grapes,"Oil on panel, 48 x 62 cm",Private collection,http://www.wga.hu/art/l/linard/bowlgrap.jpg,painting,still-life,French,1601-1650,,
"LIOTARD, Étienne","(b. 1702, Geneve, d. 1789, Geneve)",Dutch Girl at Breakfast,"Oil on canvas, 47 x 39 cm",Private collection,http://www.wga.hu/art/l/liotard/breakfa.jpg,painting,genre,Swiss,1701-1750,,
"LIOTARD, Étienne","(b. 1702, Geneve, d. 1789, Geneve)",Dutch Girl at Breakfast (detail),Oil on canvas,Private collection,http://www.wga.hu/art/l/liotard/breakfa1.jpg,painting,genre,Swiss,1701-1750,,
"LISIEWSKA, Anna Dorothea","(b. 1721, Berlin, d. 1782, Berlin)",The Arrival of the Love Letter,"Oil on canvas, 39 x 33 cm",Private collection,http://www.wga.hu/art/l/lisiewsk/dorothea/letter1.jpg,painting,genre,German,1751-1800,,
"LISIEWSKA, Anna Dorothea","(b. 1721, Berlin, d. 1782, Berlin)",The Reading of the Love Letter,"Oil on canvas, 39 x 33 cm",Private collection,http://www.wga.hu/art/l/lisiewsk/dorothea/letter2.jpg,painting,genre,German,1751-1800,,
"LOCCI, Augustyn","(b. 1640, Warszawa, d. 1732, Warszawa)",Exterior view,Photo,"Former manor house, Wilanów",http://www.wga.hu/art/l/locci/wilanow1.jpg,architecture,other,Polish,1651-1700,,
"LOCCI, Augustyn","(b. 1640, Warsaw, d. 1732, Warsaw)",Exterior view,Photo,"Former manor house, Wilanów",http://www.wga.hu/art/l/locci/wilanow2.jpg,architecture,other,Polish,1651-1700,,
"LOCCI, Augustyn","(b. 1640, Warsaw, d. 1732, Warsaw)",Exterior view,Photo,"Former manor house, Wilanów",http://www.wga.hu/art/l/locci/wilanow3.jpg,architecture,other,Polish,1651-1700,,
"LOMBARDO, Pietro","(b. ca. 1435, Carona, d. 1515, Venezia)",Santa Maria dei Miracoli: Façade and left side,Photo,"Campo dei Miracoli, Venice",http://www.wga.hu/art/l/lombardo/pietro/4miraco3.jpg,architecture,other,Italian,1451-1500,,
"LONGHENA, Baldassare","(b. 1598, Venezia, d. 1682, Venezia)",Santa Maria della Salute: Façade,Photo,"Canal Grande, Venice",http://www.wga.hu/art/l/longhena/5salute2.jpg,architecture,other,Italian,1601-1650,,
"LONGHENA, Baldassare","(b. 1598, Venezia, d. 1682, Venezia)",Santa Maria della Salute: Interior,Photo,"Canal Grande, Venice",http://www.wga.hu/art/l/longhena/5salute4.jpg,architecture,interior,Italian,1601-1650,,
"LONGHENA, Baldassare","(b. 1598, Venezia, d. 1682, Venezia)",San Giorgio Monastery: Staircase,Photo,"Isola di San Giorgio Maggiore, Venice",http://www.wga.hu/art/l/longhena/8stair2.jpg,architecture,interior,Italian,1601-1650,,
"LONGHI, Martino the Elder","(b. 1534, Viggiù, d. 1591, Roma)",Exterior view,Photo,"Palazzo Senatorio, Capitol Hill, Rome",http://www.wga.hu/art/l/longhi_m/elder/senatori.jpg,architecture,other,Italian,1551-1600,,
"LONGHI, Martino the Younger","(b. 1602, Roma, d. 1669, Viggiù)",Exterior view,Photo,"Santi Vincenzo ed Anastasio, Rome",http://www.wga.hu/art/l/longhi_m/younger/vincenz1.jpg,architecture,other,Italian,1601-1650,,
"LONGHI, Martino the Younger","(b. 1602, Roma, d. 1669, Viggiù)",Exterior view,Photo,"Santi Vincenzo ed Anastasio, Rome",http://www.wga.hu/art/l/longhi_m/younger/vincenz2.jpg,architecture,other,Italian,1601-1650,,
"LONGHI, Onorio","(b. 1568, Viggiù, d. 1619, Roma)",Exterior view,Photo,"San Carlo al Corso, Rome",http://www.wga.hu/art/l/longhi_m/onorio/sancarlo.jpg,architecture,other,Italian,1601-1650,,
"LÓPEZ Y PORTAÑA, Vicente","(b. 1772, Valencia, d. 1850, Madrid)",Virgin of the Immaculate Conception,"Oil on canvas, 185 x 107 cm",Private collection,http://www.wga.hu/art/l/lopez/father/immacula.jpg,painting,religious,Spanish,1801-1850,,
LORENZO VENEZIANO,(active 1356-1372 in Venice),Madonna and Child Enthroned with Two Donors,"Tempera on wood, gold ground, 108 x 66 cm","Metropolitan Museum of Art, New York",http://www.wga.hu/art/l/lorenzo/venezian/madonna1.jpg,painting,religious,Italian,1351-1400,,
"LOUIS, Victor","(b. 1731, Paris, d. ca. 1800, Paris)",Exterior view,Photo,"Grand Théâtre, Bordeaux",http://www.wga.hu/art/l/louis/theatre1.jpg,architecture,other,French,1751-1800,,
"LOUIS, Victor","(b. 1731, Paris, d. ca. 1800, Paris)",Interior view,Photo,"Grand Théâtre, Bordeaux",http://www.wga.hu/art/l/louis/theatre2.jpg,architecture,interior,French,1751-1800,,
"LUYCKX, Christiaen","(b. 1623, Antwerpen, d. after 1657)",Still-Life,"Oil on oak panel, 42 x 29 cm",Private collection,http://www.wga.hu/art/l/luyckx_c/stillifx.jpg,painting,still-life,Flemish,1601-1650,,
"MAES, Nicolaes","(b. 1634, Dordrecht, d. 1693, Amsterdam)",Portrait of a Young Nobleman,"Oil on canvas, 67 x 55 cm",Private collection,http://www.wga.hu/art/m/maes/port_nob.jpg,painting,portrait,Dutch,1651-1700,,
"MAIANO, Benedetto da","(b. 1442, Firenze, d. 1497, Firenze)",Pietro Mellini,"Marble, height 53 cm","Museo Nazionale del Bargello, Florence",http://www.wga.hu/art/m/maiano/benedett/mellini1.jpg,sculpture,portrait,Italian,1451-1500,,
"MANSART, François","(b. 1598, Paris, d. 1666, Paris)",Exterior view,Photo,Château de Blois (Loir-et-Cher),http://www.wga.hu/art/m/mansart/blois1.jpg,architecture,other,French,1601-1650,,
"MANSART, François","(b. 1598, Paris, d. 1666, Paris)",Exterior view,Photo,"Gaston apartment, Château de Blois (Loir-et-Cher)",http://www.wga.hu/art/m/mansart/blois2.jpg,architecture,other,French,1601-1650,,
"MANSART, François","(b. 1598, Paris, d. 1666, Paris)",Exterior view,Photo,"Val-de-Grâce, Paris",http://www.wga.hu/art/m/mansart/grace1.jpg,architecture,other,French,1601-1650,,
"MANSART, François","(b. 1598, Paris, d. 1666, Paris)",Exterior view,Photo,"Val-de-Grâce, Paris",http://www.wga.hu/art/m/mansart/grace2.jpg,architecture,other,French,1601-1650,,
"MANSART, François","(b. 1598, Paris, d. 1666, Paris)",Exterior view,Photo,"Château de Maisons, Maisons-Lafitte",http://www.wga.hu/art/m/mansart/maisons1.jpg,architecture,other,French,1601-1650,,
"MANSART, François","(b. 1598, Paris, d. 1666, Paris)",Exterior view,Photo,"Château de Maisons, Maisons-Lafitte",http://www.wga.hu/art/m/mansart/maisons2.jpg,architecture,other,French,1601-1650,,
"MANSART, François","(b. 1598, Paris, d. 1666, Paris)",Exterior view,Photo,"Château de Maisons, Maisons-Lafitte",http://www.wga.hu/art/m/mansart/maisons3.jpg,architecture,other,French,1601-1650,,
"MARATTI, Carlo","(b. 1625, Camerano, d. 1713, Roma)",The Holy Family,"Oil on canvas, 66 x 49 cm",Private collection,http://www.wga.hu/art/m/maratti/holyfamj.jpg,painting,religious,Italian,1651-1700,,
"MARATTI, Carlo","(b. 1625, Camerano, d. 1713, Roma)",Portrait of Andre Le Nôtre,"Oil on canvas, 112 x 85 cm","Musée National du Château, Versailles",http://www.wga.hu/art/m/maratti/le_notre.jpg,painting,portrait,Italian,1651-1700,,
"MARCHETTI, Ludovico","(b. 1853, Roma, d. 1909, Paris)",An Unexpected Visit,"Watercolour on paper, 270 x 470 mm",Private collection,http://www.wga.hu/art/m/marchett/visit.jpg,painting,genre,Italian,1851-1900,,
"MARCHIONNI, Carlo","(b. 1702, Roma, d. 1786, Roma)",Exterior view,Photo,"Villa Albani, Rome",http://www.wga.hu/art/m/marchion/villalba.jpg,architecture,other,Italian,1701-1750,,
"MARCHIONNI, Carlo","(b. 1702, Roma, d. 1786, Roma)",Exterior view,Photo,"Villa Albani, Rome",http://www.wga.hu/art/m/marchion/villalbb.jpg,architecture,other,Italian,1701-1750,,
"MARIESCHI, Michele","(b. 1710, Venezia, d. 1743, Venezia)",Capriccio of a Riverside Town,"Oil on canvas, 51 x 75 cm",Private collection,http://www.wga.hu/art/m/mariesch/view2.jpg,painting,landscape,Italian,1701-1750,,
MARIO DEI FIORI,"(b. 1603, Roma, d. 1673, Roma)","Tancred and Erminia, Surrounded by a Garland of Flowers","Oil on canvas, 128 x 100 cm",Private collection,http://www.wga.hu/art/m/mario/tancred.jpg,painting,still-life,Italian,1601-1650,,
MARIO DEI FIORI,"(b. 1603, Roma, d. 1673, Roma)","Tancred and Erminia, Surrounded by a Garland of Flowers (detail)",Oil on canvas,Private collection,http://www.wga.hu/art/m/mario/tancred1.jpg,painting,still-life,Italian,1601-1650,,
"MARON, Anton von","(b. 1733, Wien, d. 1808, Roma)",Portrait of a Gentleman,"Oil on canvas, 76 x 64 cm",Private collection,http://www.wga.hu/art/m/maron/portgent.jpg,painting,portrait,Austrian,1751-1800,,
"MAROT, Daniel I","(b. 1661, Paris, d. 1752, Den Haag)",General view,Photo,"Paleis Het Loo, Apeldoorn",http://www.wga.hu/art/m/marot/daniel1/het_loo.jpg,painting,other,French,1701-1750,,
"MARSY, Balthazard","(b. 1628, Cambrai, d. 1674, Paris)",Latona fountain,Marble,"Palace grounds, Versailles",http://www.wga.hu/art/m/marsy/balthaza/latona.jpg,sculpture,other,French,1651-1700,,
"MARSY, Gaspard","(b. 1624, Cambrai, d. 1681, Paris)",Bacchus or Autumn Fountain,Lead and gilt,"Garden of the Château, Versailles",http://www.wga.hu/art/m/marsy/gaspard/fountain.jpg,sculpture,mythological,French,1651-1700,,
"MARTIN, Jean-Baptiste","(b. 1659, Paris, d. 1735, Paris)",Crossing the Rhine,"Oil on canvas, 88 x 179 cm",Private collection,http://www.wga.hu/art/m/martin_j/crossing.jpg,painting,landscape,French,1651-1700,,
"MARTIN, John","(b. 1789, Haydon Bridge, d. 1854, Douglas, Isle of Man)",The City of God and the Waters of Life,"Oil on canvas, 46 x 66 cm",Private collection,http://www.wga.hu/art/m/martin/city_god.jpg,painting,landscape,English,1801-1850,,
"MARTIN, Pierre-Denis","(b. ca. 1663, Paris, d. 1742, Paris)","Aqueduct and ""machine de Marly""","Oil on canvas, 115 x 161 cm","Musée Promenade, Marly",http://www.wga.hu/art/m/martin_p/aqueduct.jpg,painting,other,French,1651-1700,,
MASTER of 1456,(active 1450s in Cologne),Madonna on a Crescent Moon in Hortus Conclusus,"Oak, 95 x 62 cm","Staatliche Museen, Berlin",http://www.wga.hu/art/m/master/1456/madonna.jpg,painting,religious,German,1451-1500,,
MASTER of 1456,(active 1450s in Cologne),Martyrdom of St Ursula and the Eleven Thousand Virgins of Cologne,"Oil on oak panel, 1128 x 109 cm",Private collection,http://www.wga.hu/art/m/master/1456/ursula.jpg,painting,religious,German,1451-1500,,
MASTER of Female Half-lengths,(active 1530-1540 in Antwerp),Mars and Venus,"Oil on panel, 37 x 29 cm",Private collection,http://www.wga.hu/art/m/master/female/marsvenu.jpg,painting,mythological,Flemish,1501-1550,,
MASTER of Female Half-lengths,(active 1530-1540 in Antwerp),Virgin and Child,"Oil on oak panel, 40 x 29 cm",Private collection,http://www.wga.hu/art/m/master/female/virgin_d.jpg,painting,religious,Flemish,1501-1550,,
MASTER of Female Half-lengths,(active 1530-1540 in Antwerp),Virgin and Child (detail),Oil on oak panel,Private collection,http://www.wga.hu/art/m/master/female/virgin_e.jpg,painting,religious,Flemish,1501-1550,,
MASTER of the Brunswick Monogram,(active 1525-1550 in Antwerp),Abraham Leading his Son Isaac to the Sacrifice,"Wood, 40 x 32 cm","Musée du Louvre, Paris",http://www.wga.hu/art/m/master/brunswic/abraham.jpg,painting,religious,Flemish,1501-1550,,
MASTER of the Brunswick Monogram,(active 1525-1550 in Antwerp),Road to Calvary,"Wood, 70 x 84 cm","Musée du Louvre, Paris",http://www.wga.hu/art/m/master/brunswic/calvary1.jpg,painting,religious,Flemish,1501-1550,,
MASTER of the Brunswick Monogram,(active 1525-1550 in Antwerp),Calvary,"Oil on panel, 29 x 38 cm",Private collection,http://www.wga.hu/art/m/master/brunswic/calvary2.jpg,painting,religious,Flemish,1501-1550,,
MASTER of the Castello Nativity,(active 1445-1475 in Florence),Madonna and Child Enthroned,"Oil and gold on panel, 88 x 58 cm",Private collection,http://www.wga.hu/art/m/master/castello/madonna4.jpg,painting,religious,Italian,1401-1450,,
MASTER of the Legend of Saint Ursula (I),(active 1480-1500 in Bruges),Head of Christ,"Oil and gold on oak panel, 43 x 33 cm",Private collection,http://www.wga.hu/art/m/master/legend1/8head.jpg,painting,religious,Flemish,1451-1500,,
MASTER of the Pesaro Crucifix,(active 1380-1400 in Venice),Virgin and Child Enthroned,"Tempera on panel, gold ground, shaped top, 73 x 45 cm",Private collection,http://www.wga.hu/art/m/master/pesaro/virgin_c.jpg,painting,religious,Italian,1351-1400,,
MASTER of the Pesaro Crucifix,(active 1380-1400 in Venice),Virgin and Child Enthroned (detail),"Tempera on panel, gold ground",Private collection,http://www.wga.hu/art/m/master/pesaro/virgin_x.jpg,painting,religious,Italian,1351-1400,,
MASTER of the Prodigal Son,(active 1530-1560 in Antwerp),Parable of the Prodigal Son,"Oak wood, 129 x 215 cm","Kunsthistorisches Museum, Vienna",http://www.wga.hu/art/m/master/prodigal/1prodiga.jpg,painting,religious,Flemish,1501-1550,,
